Title,Authors,Publish Date,Topic,Abstract,Citation
Simple Ingredients for Offline Reinforcement Learning,"Edoardo Cetin, Andrea Tirinzoni, Matteo Pirotta, Alessandro Lazaric, Yann Ollivier, Ahmed Touati",2024-03-19T18:57:53Z,Reinforcement Learning,"  Offline reinforcement learning algorithms have proven effective on datasets
highly connected to the target downstream task. Yet, leveraging a novel testbed
(MOOD) in which trajectories come from heterogeneous sources, we show that
existing methods struggle with diverse data: their performance considerably
deteriorates as data collected for related but different tasks is simply added
to the offline buffer. In light of this finding, we conduct a large empirical
study where we formulate and test several hypotheses to explain this failure.
Surprisingly, we find that scale, more than algorithmic considerations, is the
key factor influencing performance. We show that simple methods like AWAC and
IQL with increased network size overcome the paradoxical failure modes from the
inclusion of additional data in MOOD, and notably outperform prior
state-of-the-art algorithms on the canonical D4RL benchmark.
",0
Fast Value Tracking for Deep Reinforcement Learning,"Frank Shih, Faming Liang",2024-03-19T22:18:19Z,Reinforcement Learning,"  Reinforcement learning (RL) tackles sequential decision-making problems by
creating agents that interacts with their environment. However, existing
algorithms often view these problem as static, focusing on point estimates for
model parameters to maximize expected rewards, neglecting the stochastic
dynamics of agent-environment interactions and the critical role of uncertainty
quantification. Our research leverages the Kalman filtering paradigm to
introduce a novel and scalable sampling algorithm called Langevinized Kalman
Temporal-Difference (LKTD) for deep reinforcement learning. This algorithm,
grounded in Stochastic Gradient Markov Chain Monte Carlo (SGMCMC), efficiently
draws samples from the posterior distribution of deep neural network
parameters. Under mild conditions, we prove that the posterior samples
generated by the LKTD algorithm converge to a stationary distribution. This
convergence not only enables us to quantify uncertainties associated with the
value function and model parameters but also allows us to monitor these
uncertainties during policy updates throughout the training phase. The LKTD
algorithm paves the way for more robust and adaptable reinforcement learning
approaches.
",0
Reinforcement Learning Design for Quickest Change Detection,"Austin Cooper, Sean Meyn",2024-03-21T03:41:10Z,Reinforcement Learning,"  The field of quickest change detection (QCD) concerns design and analysis of
algorithms to estimate in real time the time at which an important event takes
place, and identify properties of the post-change behavior. It is shown in this
paper that approaches based on reinforcement learning (RL) can be adapted based
on any ""surrogate information state"" that is adapted to the observations. Hence
we are left to choose both the surrogate information state process and the
algorithm. For the former, it is argued that there are many choices available,
based on a rich theory of asymptotic statistics for QCD. Two approaches to RL
design are considered: (i) Stochastic gradient descent based on an actor-critic
formulation. Theory is largely complete for this approach: the algorithm is
unbiased, and will converge to a local minimum. However, it is shown that
variance of stochastic gradients can be very large, necessitating the need for
commensurately long run times; (ii) Q-learning algorithms based on a version of
the projected Bellman equation. It is shown that the algorithm is stable, in
the sense of bounded sample paths, and that a solution to the projected Bellman
equation exists under mild conditions. Numerical experiments illustrate these
findings, and provide a roadmap for algorithm design in more general settings.
",0
Reactor Optimization Benchmark by Reinforcement Learning,"Deborah Schwarcz, Nadav Schneider, Gal Oren, Uri Steinitz",2024-03-21T10:26:47Z,Reinforcement Learning,"  Neutronic calculations for reactors are a daunting task when using Monte
Carlo (MC) methods. As high-performance computing has advanced, the simulation
of a reactor is nowadays more readily done, but design and optimization with
multiple parameters is still a computational challenge. MC transport
simulations, coupled with machine learning techniques, offer promising avenues
for enhancing the efficiency and effectiveness of nuclear reactor optimization.
This paper introduces a novel benchmark problem within the OpenNeoMC framework
designed specifically for reinforcement learning. The benchmark involves
optimizing a unit cell of a research reactor with two varying parameters (fuel
density and water spacing) to maximize neutron flux while maintaining reactor
criticality. The test case features distinct local optima, representing
different physical regimes, thus posing a challenge for learning algorithms.
Through extensive simulations utilizing evolutionary and neuroevolutionary
algorithms, we demonstrate the effectiveness of reinforcement learning in
navigating complex optimization landscapes with strict constraints.
Furthermore, we propose acceleration techniques within the OpenNeoMC framework,
including model updating and cross-section usage by RAM utilization, to
expedite simulation times. Our findings emphasize the importance of machine
learning integration in reactor optimization and contribute to advancing
methodologies for addressing intricate optimization challenges in nuclear
engineering. The sources of this work are available at our GitHub repository:
https://github.com/Scientific-Computing-Lab-NRCN/RLOpenNeoMC
",0
Testing for Fault Diversity in Reinforcement Learning,"Quentin Mazouni, Helge Spieker, Arnaud Gotlieb, Mathieu Acher",2024-03-22T09:46:30Z,Reinforcement Learning,"  Reinforcement Learning is the premier technique to approach sequential
decision problems, including complex tasks such as driving cars and landing
spacecraft. Among the software validation and verification practices, testing
for functional fault detection is a convenient way to build trustworthiness in
the learned decision model. While recent works seek to maximise the number of
detected faults, none consider fault characterisation during the search for
more diversity. We argue that policy testing should not find as many failures
as possible (e.g., inputs that trigger similar car crashes) but rather aim at
revealing as informative and diverse faults as possible in the model. In this
paper, we explore the use of quality diversity optimisation to solve the
problem of fault diversity in policy testing. Quality diversity (QD)
optimisation is a type of evolutionary algorithm to solve hard combinatorial
optimisation problems where high-quality diverse solutions are sought. We
define and address the underlying challenges of adapting QD optimisation to the
test of action policies. Furthermore, we compare classical QD optimisers to
state-of-the-art frameworks dedicated to policy testing, both in terms of
search efficiency and fault diversity. We show that QD optimisation, while
being conceptually simple and generally applicable, finds effectively more
diverse faults in the decision model, and conclude that QD-based policy testing
is a promising approach.
",0
Automated Feature Selection for Inverse Reinforcement Learning,"Daulet Baimukashev, Gokhan Alcan, Ville Kyrki",2024-03-22T10:05:21Z,Reinforcement Learning,"  Inverse reinforcement learning (IRL) is an imitation learning approach to
learning reward functions from expert demonstrations. Its use avoids the
difficult and tedious procedure of manual reward specification while retaining
the generalization power of reinforcement learning. In IRL, the reward is
usually represented as a linear combination of features. In continuous state
spaces, the state variables alone are not sufficiently rich to be used as
features, but which features are good is not known in general. To address this
issue, we propose a method that employs polynomial basis functions to form a
candidate set of features, which are shown to allow the matching of statistical
moments of state distributions. Feature selection is then performed for the
candidates by leveraging the correlation between trajectory probabilities and
feature expectations. We demonstrate the approach's effectiveness by recovering
reward functions that capture expert policies across non-linear control tasks
of increasing complexity. Code, data, and videos are available at
https://sites.google.com/view/feature4irl.
",0
Imitating Cost-Constrained Behaviors in Reinforcement Learning,"Qian Shao, Pradeep Varakantham, Shih-Fen Cheng",2024-03-26T07:41:54Z,Reinforcement Learning,"  Complex planning and scheduling problems have long been solved using various
optimization or heuristic approaches. In recent years, imitation learning that
aims to learn from expert demonstrations has been proposed as a viable
alternative to solving these problems. Generally speaking, imitation learning
is designed to learn either the reward (or preference) model or directly the
behavioral policy by observing the behavior of an expert. Existing work in
imitation learning and inverse reinforcement learning has focused on imitation
primarily in unconstrained settings (e.g., no limit on fuel consumed by the
vehicle). However, in many real-world domains, the behavior of an expert is
governed not only by reward (or preference) but also by constraints. For
instance, decisions on self-driving delivery vehicles are dependent not only on
the route preferences/rewards (depending on past demand data) but also on the
fuel in the vehicle and the time available. In such problems, imitation
learning is challenging as decisions are not only dictated by the reward model
but are also dependent on a cost-constrained model. In this paper, we provide
multiple methods that match expert distributions in the presence of trajectory
cost constraints through (a) Lagrangian-based method; (b) Meta-gradients to
find a good trade-off between expected return and minimizing constraint
violation; and (c) Cost-violation-based alternating gradient. We empirically
show that leading imitation learning approaches imitate cost-constrained
behaviors poorly and our meta-gradient-based approach achieves the best
performance.
",0
Uncertainty-aware Distributional Offline Reinforcement Learning,"Xiaocong Chen, Siyu Wang, Tong Yu, Lina Yao",2024-03-26T12:28:04Z,Reinforcement Learning,"  Offline reinforcement learning (RL) presents distinct challenges as it relies
solely on observational data. A central concern in this context is ensuring the
safety of the learned policy by quantifying uncertainties associated with
various actions and environmental stochasticity. Traditional approaches
primarily emphasize mitigating epistemic uncertainty by learning risk-averse
policies, often overlooking environmental stochasticity. In this study, we
propose an uncertainty-aware distributional offline RL method to simultaneously
address both epistemic uncertainty and environmental stochasticity. We propose
a model-free offline RL algorithm capable of learning risk-averse policies and
characterizing the entire distribution of discounted cumulative rewards, as
opposed to merely maximizing the expected value of accumulated discounted
returns. Our method is rigorously evaluated through comprehensive experiments
in both risk-sensitive and risk-neutral benchmarks, demonstrating its superior
performance.
",0
Image Deraining via Self-supervised Reinforcement Learning,"He-Hao Liao, Yan-Tsung Peng, Wen-Tao Chu, Ping-Chun Hsieh, Chung-Chi Tsai",2024-03-27T05:52:39Z,Reinforcement Learning,"  The quality of images captured outdoors is often affected by the weather. One
factor that interferes with sight is rain, which can obstruct the view of
observers and computer vision applications that rely on those images. The work
aims to recover rain images by removing rain streaks via Self-supervised
Reinforcement Learning (RL) for image deraining (SRL-Derain). We locate rain
streak pixels from the input rain image via dictionary learning and use
pixel-wise RL agents to take multiple inpainting actions to remove rain
progressively. To our knowledge, this work is the first attempt where
self-supervised RL is applied to image deraining. Experimental results on
several benchmark image-deraining datasets show that the proposed SRL-Derain
performs favorably against state-of-the-art few-shot and self-supervised
deraining and denoising methods.
",0
Reinforcement Learning with Generalizable Gaussian Splatting,"Jiaxu Wang, Qiang Zhang, Jingkai Sun, Jiahang Cao, Gang Han, Wen Zhao, Weining Zhang, Yecheng Shao, Yijie Guo, Renjing Xu",2024-03-18T16:50:23Z,Reinforcement Learning,"  An excellent representation is crucial for reinforcement learning (RL)
performance, especially in vision-based reinforcement learning tasks. The
quality of the environment representation directly influences the achievement
of the learning task. Previous vision-based RL typically uses explicit or
implicit ways to represent environments, such as images, points, voxels, and
neural radiance fields. However, these representations contain several
drawbacks. They cannot either describe complex local geometries or generalize
well to unseen scenes, or require precise foreground masks. Moreover, these
implicit neural representations are akin to a ``black box"", significantly
hindering interpretability. 3D Gaussian Splatting (3DGS), with its explicit
scene representation and differentiable rendering nature, is considered a
revolutionary change for reconstruction and representation methods. In this
paper, we propose a novel Generalizable Gaussian Splatting framework to be the
representation of RL tasks, called GSRL. Through validation in the RoboMimic
environment, our method achieves better results than other baselines in
multiple tasks, improving the performance by 10%, 44%, and 15% compared with
baselines on the hardest task. This work is the first attempt to leverage
generalizable 3DGS as a representation for RL.
",0
Deep Reinforcement Learning for Modelling Protein Complexes,"Ziqi Gao, Tao Feng, Jiaxuan You, Chenyi Zi, Yan Zhou, Chen Zhang, Jia Li",2024-03-11T12:33:33Z,Reinforcement Learning,"  AlphaFold can be used for both single-chain and multi-chain protein structure
prediction, while the latter becomes extremely challenging as the number of
chains increases. In this work, by taking each chain as a node and assembly
actions as edges, we show that an acyclic undirected connected graph can be
used to predict the structure of multi-chain protein complexes (a.k.a., protein
complex modelling, PCM). However, there are still two challenges: 1) The huge
combinatorial optimization space of $N^{N-2}$ ($N$ is the number of chains) for
the PCM problem can easily lead to high computational cost. 2) The scales of
protein complexes exhibit distribution shift due to variance in chain numbers,
which calls for the generalization in modelling complexes of various scales. To
address these challenges, we propose GAPN, a Generative Adversarial Policy
Network powered by domain-specific rewards and adversarial loss through policy
gradient for automatic PCM prediction. Specifically, GAPN learns to efficiently
search through the immense assembly space and optimize the direct docking
reward through policy gradient. Importantly, we design an adversarial reward
function to enhance the receptive field of our model. In this way, GAPN will
simultaneously focus on a specific batch of complexes and the global assembly
rules learned from complexes with varied chain numbers. Empirically, we have
achieved both significant accuracy (measured by RMSD and TM-Score) and
efficiency improvements compared to leading PCM softwares.
",0
"Towards Responsible AI: A Design Space Exploration of Human-Centered
  Artificial Intelligence User Interfaces to Investigate Fairness","Yuri Nakao, Lorenzo Strappelli, Simone Stumpf, Aisha Naseer, Daniele Regoli, Giulia Del Gamba",2022-06-01T13:08:37Z,Responsible AI,"  With Artificial intelligence (AI) to aid or automate decision-making
advancing rapidly, a particular concern is its fairness. In order to create
reliable, safe and trustworthy systems through human-centred artificial
intelligence (HCAI) design, recent efforts have produced user interfaces (UIs)
for AI experts to investigate the fairness of AI models. In this work, we
provide a design space exploration that supports not only data scientists but
also domain experts to investigate AI fairness. Using loan applications as an
example, we held a series of workshops with loan officers and data scientists
to elicit their requirements. We instantiated these requirements into FairHIL,
a UI to support human-in-the-loop fairness investigations, and describe how
this UI could be generalized to other use cases. We evaluated FairHIL through a
think-aloud user study. Our work contributes better designs to investigate an
AI model's fairness-and move closer towards responsible AI.
",0
"Connecting the Dots in Trustworthy Artificial Intelligence: From AI
  Principles, Ethics, and Key Requirements to Responsible AI Systems and
  Regulation","Natalia Díaz-Rodríguez, Javier Del Ser, Mark Coeckelbergh, Marcos López de Prado, Enrique Herrera-Viedma, Francisco Herrera",2023-05-02T09:49:53Z,Responsible AI,"  Trustworthy Artificial Intelligence (AI) is based on seven technical
requirements sustained over three main pillars that should be met throughout
the system's entire life cycle: it should be (1) lawful, (2) ethical, and (3)
robust, both from a technical and a social perspective. However, attaining
truly trustworthy AI concerns a wider vision that comprises the trustworthiness
of all processes and actors that are part of the system's life cycle, and
considers previous aspects from different lenses. A more holistic vision
contemplates four essential axes: the global principles for ethical use and
development of AI-based systems, a philosophical take on AI ethics, a
risk-based approach to AI regulation, and the mentioned pillars and
requirements. The seven requirements (human agency and oversight; robustness
and safety; privacy and data governance; transparency; diversity,
non-discrimination and fairness; societal and environmental wellbeing; and
accountability) are analyzed from a triple perspective: What each requirement
for trustworthy AI is, Why it is needed, and How each requirement can be
implemented in practice. On the other hand, a practical approach to implement
trustworthy AI systems allows defining the concept of responsibility of
AI-based systems facing the law, through a given auditing process. Therefore, a
responsible AI system is the resulting notion we introduce in this work, and a
concept of utmost necessity that can be realized through auditing processes,
subject to the challenges posed by the use of regulatory sandboxes. Our
multidisciplinary vision of trustworthy AI culminates in a debate on the
diverging views published lately about the future of AI. Our reflections in
this matter conclude that regulation is a key for reaching a consensus among
these views, and that trustworthy and responsible AI systems will be crucial
for the present and future of our society.
",0
"RAI Guidelines: Method for Generating Responsible AI Guidelines Grounded
  in Regulations and Usable by (Non-)Technical Roles","Marios Constantinides, Edyta Bogucka, Daniele Quercia, Susanna Kallio, Mohammad Tahaei",2023-07-27T19:17:43Z,Responsible AI,"  Many guidelines for responsible AI have been suggested to help AI
practitioners in the development of ethical and responsible AI systems.
However, these guidelines are often neither grounded in regulation nor usable
by different roles, from developers to decision makers. To bridge this gap, we
developed a four-step method to generate a list of responsible AI guidelines;
these steps are: (1) manual coding of 17 papers on responsible AI; (2)
compiling an initial catalog of responsible AI guidelines; (3) refining the
catalog through interviews and expert panels; and (4) finalizing the catalog.
To evaluate the resulting 22 guidelines, we incorporated them into an
interactive tool and assessed them in a user study with 14 AI researchers,
engineers, designers, and managers from a large technology company. Through
interviews with these practitioners, we found that the guidelines were grounded
in current regulations and usable across roles, encouraging self-reflection on
ethical considerations at early stages of development. This significantly
contributes to the concept of `Responsible AI by Design' -- a design-first
approach that embeds responsible AI values throughout the development lifecycle
and across various business roles.
",0
"Decentralised Governance-Driven Architecture for Designing Foundation
  Model based Systems: Exploring the Role of Blockchain in Responsible AI","Yue Liu, Qinghua Lu, Liming Zhu, Hye-Young Paik",2023-08-11T06:41:47Z,Responsible AI,"  Foundation models including large language models (LLMs) are increasingly
attracting interest worldwide for their distinguished capabilities and
potential to perform a wide variety of tasks. Nevertheless, people are
concerned about whether foundation model based AI systems are properly governed
to ensure the trustworthiness and to prevent misuse that could harm humans,
society and the environment. In this paper, we identify eight governance
challenges of foundation model based AI systems regarding the three fundamental
dimensions of governance: decision rights, incentives, and accountability.
Furthermore, we explore the potential of blockchain as an architectural
solution to address the challenges by providing a distributed ledger to
facilitate decentralised governance. We present an architecture that
demonstrates how blockchain can be leveraged to realise governance in
foundation model based AI systems.
",0
"REIN-2: Giving Birth to Prepared Reinforcement Learning Agents Using
  Reinforcement Learning Agents","Aristotelis Lazaridis, Ioannis Vlahavas",2021-10-11T10:13:49Z,Reinforcement Learning,"  Deep Reinforcement Learning (Deep RL) has been in the spotlight for the past
few years, due to its remarkable abilities to solve problems which were
considered to be practically unsolvable using traditional Machine Learning
methods. However, even state-of-the-art Deep RL algorithms have various
weaknesses that prevent them from being used extensively within industry
applications, with one such major weakness being their sample-inefficiency. In
an effort to patch these issues, we integrated a meta-learning technique in
order to shift the objective of learning to solve a task into the objective of
learning how to learn to solve a task (or a set of tasks), which we empirically
show that improves overall stability and performance of Deep RL algorithms. Our
model, named REIN-2, is a meta-learning scheme formulated within the RL
framework, the goal of which is to develop a meta-RL agent (meta-learner) that
learns how to produce other RL agents (inner-learners) that are capable of
solving given environments. For this task, we convert the typical interaction
of an RL agent with the environment into a new, single environment for the
meta-learner to interact with. Compared to traditional state-of-the-art Deep RL
algorithms, experimental results show remarkable performance of our model in
popular OpenAI Gym environments in terms of scoring and sample efficiency,
including the Mountain Car hard-exploration environment.
",0
"Combining Reinforcement Learning and Inverse Reinforcement Learning for
  Asset Allocation Recommendations","Igor Halperin, Jiayu Liu, Xiao Zhang",2022-01-06T00:08:17Z,Reinforcement Learning,"  We suggest a simple practical method to combine the human and artificial
intelligence to both learn best investment practices of fund managers, and
provide recommendations to improve them. Our approach is based on a combination
of Inverse Reinforcement Learning (IRL) and RL. First, the IRL component learns
the intent of fund managers as suggested by their trading history, and recovers
their implied reward function. At the second step, this reward function is used
by a direct RL algorithm to optimize asset allocation decisions. We show that
our method is able to improve over the performance of individual fund managers.
",0
"Quantile Constrained Reinforcement Learning: A Reinforcement Learning
  Framework Constraining Outage Probability","Whiyoung Jung, Myungsik Cho, Jongeui Park, Youngchul Sung",2022-11-28T03:46:56Z,Reinforcement Learning,"  Constrained reinforcement learning (RL) is an area of RL whose objective is
to find an optimal policy that maximizes expected cumulative return while
satisfying a given constraint. Most of the previous constrained RL works
consider expected cumulative sum cost as the constraint. However, optimization
with this constraint cannot guarantee a target probability of outage event that
the cumulative sum cost exceeds a given threshold. This paper proposes a
framework, named Quantile Constrained RL (QCRL), to constrain the quantile of
the distribution of the cumulative sum cost that is a necessary and sufficient
condition to satisfy the outage constraint. This is the first work that tackles
the issue of applying the policy gradient theorem to the quantile and provides
theoretical results for approximating the gradient of the quantile. Based on
the derived theoretical results and the technique of the Lagrange multiplier,
we construct a constrained RL algorithm named Quantile Constrained Policy
Optimization (QCPO). We use distributional RL with the Large Deviation
Principle (LDP) to estimate quantiles and tail probability of the cumulative
sum cost for the implementation of QCPO. The implemented algorithm satisfies
the outage probability constraint after the training period.
",0
"Is Inverse Reinforcement Learning Harder than Standard Reinforcement
  Learning? A Theoretical Perspective","Lei Zhao, Mengdi Wang, Yu Bai",2023-11-29T00:09:01Z,Reinforcement Learning,"  Inverse Reinforcement Learning (IRL) -- the problem of learning reward
functions from demonstrations of an \emph{expert policy} -- plays a critical
role in developing intelligent systems. While widely used in applications,
theoretical understandings of IRL present unique challenges and remain less
developed compared with standard RL. For example, it remains open how to do IRL
efficiently in standard \emph{offline} settings with pre-collected data, where
states are obtained from a \emph{behavior policy} (which could be the expert
policy itself), and actions are sampled from the expert policy.
  This paper provides the first line of results for efficient IRL in vanilla
offline and online settings using polynomial samples and runtime. Our
algorithms and analyses seamlessly adapt the pessimism principle commonly used
in offline RL, and achieve IRL guarantees in stronger metrics than considered
in existing work. We provide lower bounds showing that our sample complexities
are nearly optimal. As an application, we also show that the learned rewards
can \emph{transfer} to another target MDP with suitable guarantees when the
target MDP satisfies certain similarity assumptions with the original (source)
MDP.
",0
"Utility-Based Reinforcement Learning: Unifying Single-objective and
  Multi-objective Reinforcement Learning","Peter Vamplew, Cameron Foale, Conor F. Hayes, Patrick Mannion, Enda Howley, Richard Dazeley, Scott Johnson, Johan Källström, Gabriel Ramos, Roxana Rădulescu, Willem Röpke, Diederik M. Roijers",2024-02-05T01:42:28Z,Reinforcement Learning,"  Research in multi-objective reinforcement learning (MORL) has introduced the
utility-based paradigm, which makes use of both environmental rewards and a
function that defines the utility derived by the user from those rewards. In
this paper we extend this paradigm to the context of single-objective
reinforcement learning (RL), and outline multiple potential benefits including
the ability to perform multi-policy learning across tasks relating to uncertain
objectives, risk-aware RL, discounting, and safe RL. We also examine the
algorithmic implications of adopting a utility-based approach.
",0
"Unbox the Black-box for the Medical Explainable AI via Multi-modal and
  Multi-centre Data Fusion: A Mini-Review, Two Showcases and Beyond","Guang Yang, Qinghao Ye, Jun Xia",2021-02-03T10:56:58Z,Explainable AI,"  Explainable Artificial Intelligence (XAI) is an emerging research topic of
machine learning aimed at unboxing how AI systems' black-box choices are made.
This research field inspects the measures and models involved in
decision-making and seeks solutions to explain them explicitly. Many of the
machine learning algorithms can not manifest how and why a decision has been
cast. This is particularly true of the most popular deep neural network
approaches currently in use. Consequently, our confidence in AI systems can be
hindered by the lack of explainability in these black-box models. The XAI
becomes more and more crucial for deep learning powered applications,
especially for medical and healthcare studies, although in general these deep
neural networks can return an arresting dividend in performance. The
insufficient explainability and transparency in most existing AI systems can be
one of the major reasons that successful implementation and integration of AI
tools into routine clinical practice are uncommon. In this study, we first
surveyed the current progress of XAI and in particular its advances in
healthcare applications. We then introduced our solutions for XAI leveraging
multi-modal and multi-centre data fusion, and subsequently validated in two
showcases following real clinical scenarios. Comprehensive quantitative and
qualitative analyses can prove the efficacy of our proposed XAI solutions, from
which we can envisage successful applications in a broader range of clinical
questions.
",0
"Explainable AI for Engineering Design: A Unified Approach of Systems
  Engineering and Component- Based Deep Learning Demonstrated by Energy-
  Efficient Building Design","Philipp Geyer, Manav Mahan Singh, Xia Chen",2021-08-30T07:20:58Z,Explainable AI,"  Data-driven models created by machine learning, gain in importance in all
fields of design and engineering. They, have high potential to assist
decision-makers in creating novel, artefacts with better performance and
sustainability. However,, limited generalization and the black-box nature of
these models, lead to limited explainability and reusability. To overcome this,
situation, we propose a component-based approach to create, partial component
models by machine learning (ML). This, component-based approach aligns deep
learning with systems, engineering (SE). The key contribution of the
component-based, method is that activations at interfaces between the
components, are interpretable engineering quantities. In this way, the,
hierarchical component system forms a deep neural network, (DNN) that a priori
integrates information for engineering, explainability. The, approach adapts
the model structure to engineering methods of, systems engineering and to
domain knowledge. We examine the, performance of the approach by the field of
energy-efficient, building design: First, we observed better generalization of
the, component-based method by analyzing prediction accuracy, outside the
training data. Especially for representative designs, different in structure,
we observe a much higher accuracy, (R2 = 0.94) compared to conventional
monolithic methods, (R2 = 0.71). Second, we illustrate explainability by
exemplary, demonstrating how sensitivity information from SE and rules, from
low-depth decision trees serve engineering. Third, we, evaluate explainability
by qualitative and quantitative methods, demonstrating the matching of
preliminary knowledge and data-driven, derived strategies and show correctness
of activations at, component interfaces compared to white-box simulation
results, (envelope components: R2 = 0.92..0.99; zones: R2 = 0.78..0.93).
",0
"An Investigation of the Impact of COVID-19 Non-Pharmaceutical
  Interventions and Economic Support Policies on Foreign Exchange Markets with
  Explainable AI Techniques","Siyuan Liu, Mehmet Orcun Yalcin, Hsuan Fu, Xiuyi Fan",2021-11-02T07:02:28Z,Explainable AI,"  Since the onset of the the COVID-19 pandemic, many countries across the world
have implemented various non-pharmaceutical interventions (NPIs) to contain the
spread of virus, as well as economic support policies (ESPs) to save their
economies. The pandemic and the associated NPIs have triggered unprecedented
waves of economic shocks to the financial markets, including the foreign
exchange (FX) markets. Although there are some studies exploring the impact of
the NPIs and ESPs on FX markets, the relative impact of individual NPIs or ESPs
has not been studied in a combined framework. In this work, we investigate the
relative impact of NPIs and ESPs with Explainable AI (XAI) techniques.
Experiments over exchange rate data of G10 currencies during the period from
January 1, 2020 to January 13, 2021 suggest strong impacts on exchange rate
markets by all measures of the strict lockdown, such as stay at home
requirements, workplace closing, international travel control, and restrictions
on internal movement. Yet, the impact of individual NPI and ESP can vary across
different currencies. To the best of our knowledge, this is the first work that
uses XAI techniques to study the relative impact of NPIs and ESPs on the FX
market. The derived insights can guide governments and policymakers to make
informed decisions when facing with the ongoing pandemic and a similar
situation in the near future.
",0
"Do We Need Another Explainable AI Method? Toward Unifying Post-hoc XAI
  Evaluation Methods into an Interactive and Multi-dimensional Benchmark","Mohamed Karim Belaid, Eyke Hüllermeier, Maximilian Rabus, Ralf Krestel",2022-06-08T06:13:39Z,Explainable AI,"  In recent years, Explainable AI (xAI) attracted a lot of attention as various
countries turned explanations into a legal right. xAI allows for improving
models beyond the accuracy metric by, e.g., debugging the learned pattern and
demystifying the AI's behavior. The widespread use of xAI brought new
challenges. On the one hand, the number of published xAI algorithms underwent a
boom, and it became difficult for practitioners to select the right tool. On
the other hand, some experiments did highlight how easy data scientists could
misuse xAI algorithms and misinterpret their results. To tackle the issue of
comparing and correctly using feature importance xAI algorithms, we propose
Compare-xAI, a benchmark that unifies all exclusive functional testing methods
applied to xAI algorithms. We propose a selection protocol to shortlist
non-redundant functional tests from the literature, i.e., each targeting a
specific end-user requirement in explaining a model. The benchmark encapsulates
the complexity of evaluating xAI methods into a hierarchical scoring of three
levels, namely, targeting three end-user groups: researchers, practitioners,
and laymen in xAI. The most detailed level provides one score per test. The
second level regroups tests into five categories (fidelity, fragility,
stability, simplicity, and stress tests). The last level is the aggregated
comprehensibility score, which encapsulates the ease of correctly interpreting
the algorithm's output in one easy to compare value. Compare-xAI's interactive
user interface helps mitigate errors in interpreting xAI results by quickly
listing the recommended xAI solutions for each ML task and their current
limitations. The benchmark is made available at
https://karim-53.github.io/cxai/
",0
"Trust and ethical considerations in a multi-modal, explainable AI-driven
  chatbot tutoring system: The case of collaboratively solving Rubik's Cube","Kausik Lakkaraju, Vedant Khandelwal, Biplav Srivastava, Forest Agostinelli, Hengtao Tang, Prathamjeet Singh, Dezhi Wu, Matt Irvin, Ashish Kundu",2024-01-30T16:33:21Z,Explainable AI,"  Artificial intelligence (AI) has the potential to transform education with
its power of uncovering insights from massive data about student learning
patterns. However, ethical and trustworthy concerns of AI have been raised but
are unsolved. Prominent ethical issues in high school AI education include data
privacy, information leakage, abusive language, and fairness. This paper
describes technological components that were built to address ethical and
trustworthy concerns in a multi-modal collaborative platform (called ALLURE
chatbot) for high school students to collaborate with AI to solve the Rubik's
cube. In data privacy, we want to ensure that the informed consent of children,
parents, and teachers, is at the center of any data that is managed. Since
children are involved, language, whether textual, audio, or visual, is
acceptable both from users and AI and the system can steer interaction away
from dangerous situations. In information management, we also want to ensure
that the system, while learning to improve over time, does not leak information
about users from one group to another.
",0
Ontology in quantum mechanics,Gerard t Hooft,2021-07-29T17:28:03Z,Ontology,"  It is suspected that the quantum evolution equations describing the
micro-world as we know it are of a special kind that allows transformations to
a special set of basis states in Hilbert space, such that, in this basis, the
evolution is given by elements of the permutation group. This would restore an
ontological interpretation. It is shown how, at low energies per particle
degree of freedom, almost any quantum system allows for such a transformation.
This contradicts Bell's theorem, and we emphasise why some of the assumptions
made by Bell to prove his theorem cannot hold for the models studied here. We
speculate how an approach of this kind may become helpful in isolating the most
likely version of the Standard Model, combined with General Relativity. A link
is suggested with black hole physics.
",0
Ontology-Enhanced Slot Filling,"Yuhao Ding, Yik-Cheung Tam",2021-08-25T14:54:47Z,Ontology,"  Slot filling is a fundamental task in dialog state tracking in task-oriented
dialog systems. In multi-domain task-oriented dialog system, user utterances
and system responses may mention multiple named entities and attributes values.
A system needs to select those that are confirmed by the user and fill them
into destined slots. One difficulty is that since a dialogue session contains
multiple system-user turns, feeding in all the tokens into a deep model such as
BERT can be challenging due to limited capacity of input word tokens and GPU
memory. In this paper, we investigate an ontology-enhanced approach by matching
the named entities occurred in all dialogue turns using ontology. The matched
entities in the previous dialogue turns will be accumulated and encoded as
additional inputs to a BERT-based dialogue state tracker. In addition, our
improvement includes ontology constraint checking and the correction of slot
name tokenization. Experimental results showed that our ontology-enhanced
dialogue state tracker improves the joint goal accuracy (slot F1) from 52.63%
(91.64%) to 53.91% (92%) on MultiWOZ 2.1 corpus.
",0
