用户名,计算,用户名,阅读,用户名,记忆1,用户名,记忆2,用户名,分类,用户名,听力,用户名,舒尔特,用户名,反向眼跳
62706632,0.833333333,62706688,0.6,62706719,0.9,62706687,1,62706631,0.5,62706617,0.6,62706704,0.990384615,62707294,0.88
62706634,0.916666667,62706689,0.6,62706720,1,62706688,1,62706632,0.666666667,62706618,0.8,62706705,0.990384615,62707295,0.96
62706635,1,62706690,0.4,62706721,0.9,62706689,1,62706634,0.833333333,62706619,0.8,62706706,1,62707296,0.94
62706636,0.666666667,62706691,1,62706722,0.8,62706690,1,62706635,0.5,62706620,0.733333333,62706707,1,62707297,0.98
62706637,0.9,62706692,1,62706723,0.6,62706691,1,62706636,0.333333333,62706622,0.933333333,62706708,0.990384615,62707298,0.96
62706684,0.909090909,62706693,0.6,62706724,0.7,62706692,1,62706637,0.833333333,62706623,0.6,62706709,1,62707300,0.96
62706685,0.6,62706694,0.8,62706725,0.9,62706693,0.6,62706684,0.666666667,62706624,0.6,62706710,1,62707301,0.96
62706686,0.647058824,62706695,1,62706726,1,62706694,0.6,62706685,0.333333333,62706625,0.733333333,62706711,0.980769231,62707302,0.92
62706687,0.8,62706696,0.6,62706727,1,62706695,1,62706686,0.5,62706626,0.666666667,62706712,0.90625,62707303,0.66
62706688,0.928571429,62706697,1,62706728,1,62706696,1,62706687,0.333333333,62706627,0.4,62706713,1,62707304,0.98
62706689,0.9,62706698,0.8,62706729,0.8,62706697,0.8,62706688,0.5,62706629,0.466666667,62706714,1,62707305,1
62706690,0.5625,62706699,0.6,62706730,0.8,62706698,1,62706689,0.833333333,62706630,0.666666667,62706715,0.990384615,62707306,0.98
62706691,0.923076923,62706700,0.6,62706731,1,62706699,0.2,62706690,0.666666667,62706631,0.733333333,62706717,1,62707308,0.96
62706692,1,62706702,1,62706732,0.4,62706700,1,62706691,0.666666667,62706632,0.6,62706718,0.723039216,62707309,0.98
62706693,0.888888889,62706704,0.4,62706733,0.7,62706702,0.4,62706692,0.666666667,62706634,0.733333333,62706719,0.990384615,62707311,0.98
62706694,0.75,62706705,0.6,62706842,1,62706704,1,62706693,0.666666667,62706635,0.933333333,62706720,1,62707313,0.74
62706695,0.785714286,62706706,1,62706843,1,62706705,0.6,62706694,0.833333333,62706636,0.866666667,62706721,0.990384615,62707314,0.5
62706696,0.833333333,62706707,0.6,62706844,1,62706706,0.6,62706695,0.666666667,62706637,0.933333333,62706722,1,62707318,0.94
62706697,0.642857143,62706708,0.6,62706845,1,62706707,0.8,62706696,0.333333333,62706684,0.733333333,62706724,0.990384615,62707319,0.94
62706698,0.928571429,62706709,0.8,62706846,0.8,62706708,0.8,62706697,0.833333333,62706685,0.4,62706725,0.980769231,62707320,0.98
62706699,0.8,62706710,0.8,62706847,0.6,62706709,0.8,62706698,0,62706686,0.666666667,62706726,1,62707322,0.98
62706700,1,62706711,0.6,62706848,0.9,62706710,0.8,62706699,0.666666667,62706687,0.666666667,62706727,1,62707324,1
62706702,0.75,62706712,0.6,62706851,0.8,62706711,1,62706700,1,62706688,0.8,62706728,1,62707325,0.96
62706704,0.466666667,62706713,0.6,62706852,0.4,62706712,0.6,62706702,0.333333333,62706689,0.533333333,62706729,1,62707326,0.84
62706705,0.875,62706714,0.8,62706853,1,62706713,1,62706704,0.666666667,62706690,0.8,62706730,1,62708325,1
62706706,0.818181818,62706715,0.6,62706854,0.4,62706714,0.6,62706705,0.5,62706691,0.533333333,62706731,1,62708326,1
62706707,0.588235294,62706716,1,62706855,0.8,62706715,0.8,62706706,0.666666667,62706692,0.733333333,62706732,0.971866097,62708327,0.92
62706708,0.916666667,62706717,0.8,62706856,0.8,62706716,0.6,62706707,0,62706693,1,62706733,1,62708328,0.9
62706709,0.916666667,62706718,0.8,62706857,0.9,62706717,1,62706708,0.333333333,62706694,0.8,62706842,1,62708329,0.76
62706710,0.615384615,62706719,0.8,62706858,0.8,62706719,1,62706709,0.5,62706695,0.8,62706843,1,62708330,0.92
62706711,0.9,62706720,0.8,62706859,0.9,62706720,1,62706710,0.666666667,62706696,0.666666667,62706844,0.981481481,62708463,0.98
62706712,0.692307692,62706721,0.4,62706860,0.6,62706721,0.6,62706711,0.666666667,62706697,0.733333333,62706845,1,62708464,0.96
62706713,0.916666667,62706722,1,62706861,0.6,62706722,0.8,62706712,0.5,62706698,0.666666667,62706846,0.990384615,62708465,0.96
62706714,0.75,62706723,0.6,62706862,1,62706723,1,62706713,0.333333333,62706699,0.533333333,62706847,1,62708466,0.5
62706715,1,62706724,0.8,62706863,0.5,62706724,1,62706714,0.666666667,62706700,0.6,62706848,1,62708468,0.96
62706716,0.923076923,62706725,0.6,62706864,0.5,62706725,1,62706715,0.666666667,62706702,0.733333333,62706851,1,62708858,1
62706717,0.714285714,62706726,0.8,62706866,0.7,62706726,1,62706716,0.833333333,62706704,0.733333333,62706852,1,62708861,1
62706718,0.5,62706727,1,62706867,0.9,62706727,1,62706717,0.666666667,62706705,0.6,62706853,0.980769231,62708862,0.92
62706719,0.611111111,62706728,1,62706868,0.7,62706728,1,62706718,0.333333333,62706706,0.6,62706854,1,62708863,0.94
62706720,0.888888889,62706729,0.8,62706869,0.9,62706729,0.8,62706719,0.333333333,62706707,0.733333333,62706855,1,62708864,0.9
62706721,0.714285714,62706730,0.6,62706870,0.7,62706730,1,62706720,0.666666667,62706708,0.666666667,62706856,1,62708865,0.96
62706722,0.846153846,62706731,0.4,62706871,0.6,62706731,0.6,62706721,0.166666667,62706709,0.533333333,62706857,0.980769231,62708866,0.98
62706723,0.5625,62706732,1,62706873,1,62706732,1,62706722,0.833333333,62706710,0.8,62706858,0.990384615,62708867,0.96
62706724,0.818181818,62706733,1,62706874,1,62706733,1,62706723,0.5,62706711,0.733333333,62706859,1,62708868,0.9
62706725,0.8,62706842,0.4,62706876,0.7,62706842,0.4,62706724,0.5,62706712,0.6,62706860,0.990384615,62708869,0.92
62706726,0.933333333,62706843,0.6,62706877,1,62706843,0.4,62706725,0.5,62706713,1,62706861,1,62708870,0.82
62706727,0.733333333,62706844,1,62706878,0.7,62706844,0.8,62706726,0.5,62706714,0.733333333,62706862,0.990384615,62708872,0.98
62706728,0.833333333,62706845,0.8,62706879,0.6,62706845,1,62706727,0.833333333,62706715,0.6,62706863,1,62708874,0.98
62706729,0.9,62706846,0.6,62706880,0.6,62706846,0.8,62706728,0.666666667,62706716,0.733333333,62706864,1,62708877,0.96
62706730,0.785714286,62706847,1,62706881,0.8,62706847,0.6,62706729,0.5,62706717,0.8,62706866,0.981481481,62708879,0.52
62706731,1,62706848,0.6,62706882,0.9,62706848,1,62706730,0.666666667,62706718,0.333333333,62706867,0.990384615,62708880,1
62706732,1,62706851,0.6,62706883,1,62706851,0.8,62706731,0.5,62706719,0.6,62706868,1,62708881,0.98
62706733,0.5,62706852,1,62706884,0.9,62706852,0.8,62706732,0.333333333,62706720,0.733333333,62706869,0.7734375,62708882,0.94
62706842,0.6875,62706853,0.8,62706885,0.5,62706853,1,62706733,0.666666667,62706721,0.533333333,62706870,0.973214286,62708883,0.92
62706843,0.647058824,62706854,1,62706886,1,62706854,1,62706842,0.5,62706722,0.733333333,62706871,1,62708885,0.98
62706844,0.75,62706855,0.8,62706887,0.9,62706855,0.6,62706843,0.5,62706723,0.666666667,62706872,1,62708886,1
62706845,1,62706856,1,62706888,1,62706856,1,62706844,1,62706724,0.6,62706873,1,62708889,0.96
62706846,0.5,62706857,0.6,62706889,0.9,62706857,1,62706845,0.333333333,62706725,0.866666667,62706874,1,62708890,0.76
62706847,0.588235294,62706858,1,62706890,0.7,62706858,1,62706846,1,62706726,0.733333333,62706876,0.962250712,62708892,0.94
62706848,0.647058824,62706859,1,62706891,0.8,62706859,1,62706847,0.166666667,62706727,0.866666667,62706877,0.990384615,62708893,0.94
62706851,0.875,62706860,0.2,62706892,1,62706860,1,62706848,0.166666667,62706728,0.933333333,62706878,0.990384615,62708894,1
62706852,0.9,62706861,0.6,62706893,0.7,62706861,0.8,62706851,0.5,62706729,0.733333333,62706879,0.990384615,62708895,0.9
62706853,0.666666667,62706862,1,62706895,0.5,62706862,1,62706852,0.666666667,62706730,0.8,62706880,1,62708896,0.96
62706854,0.909090909,62706863,1,62706896,1,62706863,1,62706853,0.166666667,62706731,0.8,62706881,0.971866097,62708897,0.9
62706855,0.666666667,62706864,1,62706897,0.5,62706864,0.4,62706854,0.5,62706732,0.866666667,62706882,1,62708898,0.96
62706856,1,62706866,0.8,62707276,1,62706866,1,62706855,0.833333333,62706733,0.666666667,62706883,1,62708900,0.96
62706857,0.875,62706867,0.8,62707277,1,62706867,1,62706856,0.666666667,62706842,0.733333333,62706884,0.865384615,62708901,0.96
62706858,0.833333333,62706868,0.8,62707278,0.7,62706868,1,62706857,0.666666667,62706843,0.866666667,62706886,0.962250712,62708902,0.96
62706859,1,62706869,0.6,62707279,0.4,62706869,1,62706858,0.666666667,62706844,0.866666667,62706887,1,62708903,1
62706860,0.909090909,62706870,1,62707280,1,62706870,0.8,62706859,0.5,62706845,0.733333333,62706888,1,62708904,0.94
62706861,0.583333333,62706871,0.8,62707281,1,62706871,1,62706860,0.333333333,62706846,0.533333333,62706889,1,62708905,0.98
62706862,0.769230769,62706872,1,62707284,1,62706872,1,62706861,0.666666667,62706847,0.6,62706890,0.990384615,62708906,0.98
62706863,0.733333333,62706873,0.8,62707285,1,62706873,1,62706862,0.833333333,62706848,0.8,62706891,0.990384615,62708907,0.9
62706864,0.611111111,62706874,0.8,62707286,1,62706874,0.8,62706863,0.333333333,62706851,0.8,62706892,1,62708908,0.98
62706866,1,62706876,0.6,62707287,0.8,62706876,0.8,62706864,0.5,62706852,0.933333333,62706893,0.790697674,62708910,0.96
62706867,1,62706877,1,62707289,0.9,62706877,0.8,62706866,0.5,62706853,0.866666667,62706895,1,62708911,0.5
62706868,1,62706878,0.8,62707290,1,62706878,0.6,62706867,0.666666667,62706854,0.733333333,62706896,0.990384615,62708912,0.98
62706869,0.611111111,62706879,1,62707291,0.6,62706879,1,62706868,0.5,62706855,0.8,62706897,1,62708913,0.92
62706870,1,62706880,0.8,62707293,1,62706880,1,62706869,0.833333333,62706856,0.6,62707276,0.980769231,62708914,0.98
62706871,0.8,62706881,0.6,62707294,0.8,62706881,0.6,62706870,0.5,62706857,0.733333333,62707277,1,62708915,0.94
62706873,1,62706882,0.4,62707295,1,62706882,0.6,62706871,0.166666667,62706858,0.866666667,62707278,1,62708916,0.9
62706874,0.833333333,62706883,0.8,62707296,1,62706883,1,62706872,0.333333333,62706859,0.8,62707279,1,62708917,0.74
62706876,0.6875,62706884,0.8,62707297,0.6,62706884,1,62706873,1,62706860,0.666666667,62707280,0.990384615,62708918,0.86
62706877,0.857142857,62706885,0.8,62707298,1,62706885,0.6,62706874,0.5,62706861,0.333333333,62707281,1,62708919,0.9
62706878,0.714285714,62706886,0.4,62707299,0.6,62706886,0.8,62706876,0.5,62706862,0.666666667,62707284,1,62708920,0.94
62706879,0.846153846,62706887,0.4,62707300,1,62706887,1,62706877,0.5,62706863,0.733333333,62707285,0.981481481,62708922,0.96
62706880,0.769230769,62706888,0.8,62707301,1,62706888,1,62706878,0.5,62706864,0.733333333,62707286,0.990384615,62708923,0.94
62706881,0.692307692,62706889,0.8,62707302,1,62706889,1,62706879,0.833333333,62706866,0.6,62707287,0.971153846,62708924,0.98
62706882,0.9,62706890,0.8,62707303,1,62706890,1,62706880,0.5,62706867,0.866666667,62707288,0.990384615,62708925,0.84
62706883,0.857142857,62706891,0.8,62707304,0.5,62706891,1,62706881,0.5,62706868,0.6,62707289,0.980769231,62708928,1
62706884,0.818181818,62706892,0.8,62707305,0.5,62706892,1,62706882,0.833333333,62706869,0.533333333,62707290,1,62708929,1
62706885,0.833333333,62706893,0.8,62707306,1,62706893,1,62706883,0.5,62706870,0.666666667,62707291,1,62708930,0.86
62706886,0.818181818,62706895,0.4,62707308,1,62706895,0.4,62706884,0.666666667,62706871,0.866666667,62707293,0.980769231,62708931,0.96
62706887,0.875,62706896,0.8,62707309,1,62706896,1,62706885,0.166666667,62706872,0.866666667,62707294,0.990384615,62708933,0.94
62706888,0.846153846,62706897,0.6,62707310,1,62706897,1,62706886,0.833333333,62706873,0.666666667,62707295,0.980769231,62708935,0.96
62706889,0.769230769,62707276,0.8,62707311,0.5,62707276,1,62706887,0.833333333,62706874,0.8,62707296,1,62708937,0.94
62706890,0.666666667,62707277,0.6,62707313,1,62707277,1,62706888,0.333333333,62706876,0.866666667,62707297,0.990384615,62708938,0.96
62706891,0.545454545,62707278,0.8,62707314,0.9,62707278,0.8,62706889,0.666666667,62706877,0.866666667,62707298,0.962250712,62708939,0.54
62706892,0.523809524,62707279,0.8,62707317,0.6,62707279,0.8,62706890,0.333333333,62706878,0.733333333,62707299,1,62708940,0.98
62706893,0.833333333,62707280,0.4,62707318,0.7,62707280,0.8,62706891,0.333333333,62706879,0.8,62707300,0.990384615,62708942,0.98
62706895,0.625,62707281,0.4,62707319,0.9,62707281,1,62706892,0.833333333,62706880,0.8,62707301,1,62708943,0.98
62706896,0.909090909,62707284,0.8,62707320,0.5,62707284,0.6,62706893,0.666666667,62706881,0.666666667,62707302,0.990384615,62708944,1
62706897,0.9,62707285,0.8,62707322,1,62707285,0.8,62706895,0.5,62706882,0.666666667,62707303,1,62708945,0.96
62707276,0.8,62707286,0.8,62707323,0.5,62707286,1,62706896,0.833333333,62706883,0.8,62707304,0.981481481,62708947,0.96
62707277,0.764705882,62707287,1,62707325,0.5,62707287,0.6,62706897,0.833333333,62706884,0.666666667,62707305,0.990384615,62708949,1
62707278,0.714285714,62707288,0.8,62707326,0.4,62707288,1,62707276,0.666666667,62706885,0.866666667,62707306,1,62708952,0.54
62707279,0.529411765,62707289,0.6,62708325,0.7,62707289,1,62707277,0.833333333,62706886,0.533333333,62707308,1,62708957,0.94
62707280,0.818181818,62707290,1,62708326,0.8,62707290,0.6,62707278,0.666666667,62706887,0.8,62707309,0.981481481,62708959,0.98
62707281,1,62707291,0.8,62708328,0.8,62707291,1,62707279,0.833333333,62706888,0.866666667,62707310,0.990384615,62709057,0.98
62707284,0.9,62707293,0.6,62708329,0.9,62707293,0.6,62707280,0.666666667,62706889,0.533333333,62707311,1,62709058,0.9
62707285,0.888888889,62707294,0.8,62708330,0.8,62707294,1,62707281,1,62706890,0.733333333,62707313,0.990384615,62709060,1
62707286,0.933333333,62707295,1,62708463,0.7,62707295,0.8,62707284,0.666666667,62706891,0.933333333,62707314,1,62709062,0.94
62707287,0.727272727,62707296,1,62708464,0.5,62707296,0.8,62707285,1,62706892,0.666666667,62707317,1,62709064,1
62707288,0.714285714,62707297,1,62708465,0.6,62707297,0.8,62707286,0.666666667,62706893,0.733333333,62707318,1,62709065,0.94
62707289,0.866666667,62707298,1,62708468,0.6,62707298,1,62707287,0.666666667,62706895,0.533333333,62707319,1,62709068,0.82
62707290,0.888888889,62707299,0.6,62708858,1,62707299,0.8,62707288,0.666666667,62706896,0.8,62707320,1,62709070,0.94
62707291,0.846153846,62707300,1,62708859,1,62707300,1,62707289,0.666666667,62706897,0.466666667,62707322,0.990384615,62709071,1
62707293,0.666666667,62707301,0.8,62708861,0.5,62707302,0.8,62707290,0.5,62707276,0.733333333,62707323,0.980769231,62709072,0.52
62707294,0.928571429,62707302,0.6,62708862,1,62707303,1,62707291,0.5,62707277,0.733333333,62707324,0.965144231,62709073,0.96
62707295,0.642857143,62707303,0.8,62708863,0.6,62707304,1,62707293,0.666666667,62707278,0.866666667,62707325,0.973214286,62709074,0.96
62707296,0.727272727,62707304,0.8,62708864,0.9,62707305,1,62707294,0.5,62707279,0.866666667,62707326,0.990384615,62709075,0.9
62707297,0.923076923,62707305,1,62708865,0.7,62707306,0.6,62707295,0.333333333,62707280,0.8,62708325,0.980769231,62709076,0.98
62707298,1,62707306,0.4,62708866,1,62707308,0.4,62707296,0.666666667,62707281,0.8,62708326,0.981481481,62709077,0.92
62707299,0.923076923,62707308,1,62708867,0.9,62707309,1,62707297,1,62707284,0.8,62708327,0.990384615,62709078,0.98
62707300,0.8,62707309,0.6,62708868,0.8,62707310,0.6,62707298,0.666666667,62707285,0.933333333,62708328,1,62709079,0.98
62707301,0.909090909,62707310,1,62708869,1,62707311,1,62707299,0.666666667,62707286,0.866666667,62708329,1,62709081,0.96
62707302,0.923076923,62707311,1,62708870,0.9,62707313,0.8,62707300,0.666666667,62707287,0.8,62708330,1,62709082,0.98
62707303,0.818181818,62707313,0.8,62708872,1,62707314,0.6,62707301,0.833333333,62707288,0.466666667,62708463,1,62709083,0.92
62707304,0.923076923,62707314,0.8,62708874,1,62707317,1,62707302,0.666666667,62707289,0.733333333,62708464,1,62709084,0.74
62707305,0.75,62707317,0.8,62708877,0.5,62707318,1,62707303,0.5,62707290,0.866666667,62708465,1,62709086,0.98
62707306,0.588235294,62707318,1,62708878,0.5,62707319,0.6,62707304,0.833333333,62707291,0.866666667,62708466,1,62709087,0.92
62707308,0.571428571,62707319,1,62708879,1,62707320,0.6,62707305,0.5,62707293,0.933333333,62708468,1,62709089,0.94
62707309,1,62707320,0.4,62708880,1,62707322,1,62707306,0.5,62707294,0.8,62708858,1,62709090,0.96
62707310,0.714285714,62707322,1,62708881,1,62707323,0.6,62707308,0.333333333,62707295,0.6,62708859,1,62709091,0.96
62707311,0.75,62707323,0.8,62708882,1,62707324,0.6,62707309,0.5,62707296,0.733333333,62708861,1,62709092,0.94
62707313,0.5625,62707324,0.4,62708883,0.7,62707325,0.4,62707310,0.666666667,62707297,0.666666667,62708862,1,62709093,0.98
62707314,0.590909091,62707326,1,62708885,0.9,62707326,0.8,62707311,0.666666667,62707298,0.733333333,62708863,1,62709094,0.84
62707317,1,62708325,1,62708886,0.5,62708325,1,62707313,0.666666667,62707299,0.666666667,62708864,1,62709095,0.9
62707318,0.933333333,62708326,1,62708889,0.8,62708326,0.6,62707314,0.5,62707300,0.8,62708865,0.980769231,62709096,0.96
62707319,0.705882353,62708327,1,62708890,0.9,62708327,1,62707317,0.666666667,62707301,0.666666667,62708866,1,62709097,0.9
62707320,0.769230769,62708328,0.6,62708892,0.8,62708328,1,62707318,0.333333333,62707302,0.533333333,62708867,0.990384615,62709098,0.5
62707322,0.9,62708329,1,62708893,0.9,62708329,0.4,62707319,0.5,62707303,0.866666667,62708868,0.980769231,62709099,0.96
62707323,0.733333333,62708330,1,62708894,1,62708330,0.6,62707320,0.333333333,62707304,0.666666667,62708869,1,62709102,0.96
62707324,0.714285714,62708463,0.6,62708895,0.6,62708463,0.6,62707322,0.5,62707305,0.8,62708870,0.981481481,62709103,0.94
62707325,0.615384615,62708464,0.4,62708896,1,62708464,1,62707323,0.5,62707306,0.866666667,62708872,0.990384615,62709104,0.92
62707326,0.666666667,62708465,0.8,62708898,0.9,62708465,1,62707324,0.833333333,62707308,1,62708874,0.971866097,62709106,0.94
62708325,1,62708466,0.4,62708899,0.8,62708466,0.8,62707325,0.666666667,62707309,0.666666667,62708877,1,62709107,0.94
62708326,0.846153846,62708468,0.8,62708901,0.5,62708468,0.8,62707326,0.5,62707310,0.866666667,62708878,0.990384615,62709108,0.98
62708328,0.523809524,62708858,1,62708902,0.8,62708859,1,62708325,0.5,62707311,0.933333333,62708879,0.990384615,62709109,0.92
62708329,0.733333333,62708859,1,62708903,0.7,62708861,0.8,62708326,0.333333333,62707313,0.866666667,62708880,0.89034443,62709111,0.96
62708330,0.625,62708861,0.8,62708904,1,62708862,1,62708327,0.5,62707314,0.8,62708881,0.990384615,62709112,0.76
62708463,0.692307692,62708862,0.8,62708905,1,62708863,0.6,62708328,0.333333333,62707317,0.733333333,62708882,0.980769231,62709113,0.94
62708464,0.8,62708863,1,62708906,0.7,62708864,0.8,62708329,0.666666667,62707318,0.8,62708883,1,62709115,0.52
62708465,0.75,62708864,1,62708907,0.6,62708865,0.6,62708330,0.5,62707319,1,62708885,1,62709117,0.96
62708466,0.727272727,62708865,0.6,62708908,1,62708866,1,62708463,0.833333333,62707320,0.666666667,62708886,0.935464998,62709118,0.86
62708468,0.666666667,62708866,0.8,62708909,0.9,62708867,0.8,62708464,0.666666667,62707322,0.6,62708889,1,62709119,0.92
62708858,0.777777778,62708867,0.8,62708910,1,62708868,0.8,62708465,0.333333333,62707323,0.733333333,62708890,0.990384615,62709121,0.98
62708859,0.846153846,62708868,0.8,62708912,1,62708869,1,62708466,0.5,62707324,0.6,62708892,0.980769231,62709123,0.54
62708861,0.733333333,62708869,0.8,62708913,0.4,62708870,0.4,62708468,0.166666667,62707325,0.8,62708893,0.60914616,62709124,1
62708862,1,62708870,0.4,62708914,1,62708872,0.8,62708858,0.666666667,62707326,0.733333333,62708894,1,62709125,0.94
62708863,0.588235294,62708872,1,62708915,0.9,62708874,1,62708859,0.666666667,62708325,0.8,62708895,1,62709126,0.88
62708864,0.846153846,62708874,1,62708916,0.9,62708877,1,62708861,0.5,62708326,0.666666667,62708896,1,62709127,0.68
62708865,0.733333333,62708877,0.8,62708917,0.7,62708878,1,62708862,0.833333333,62708327,0.8,62708897,1,62709130,0.98
62708866,0.9,62708878,0.4,62708918,0.8,62708879,0.8,62708863,0.666666667,62708328,0.6,62708898,0.990384615,62709131,0.94
62708867,0.769230769,62708879,0.6,62708920,0.5,62708880,0.8,62708864,0.833333333,62708329,0.866666667,62708899,0.990384615,62709132,0.94
62708868,0.5,62708880,1,62708922,0.4,62708881,1,62708865,0.5,62708330,0.8,62708900,1,62709133,1
62708869,1,62708881,0.8,62708923,0.6,62708882,0.6,62708866,0.833333333,62708463,0.733333333,62708901,1,62709134,0.9
62708870,0.75,62708882,0.6,62708924,1,62708883,1,62708867,0.5,62708464,0.6,62708902,1,62709135,1
62708872,0.818181818,62708883,0.6,62708925,0.6,62708885,1,62708868,0.5,62708465,0.4,62708903,1,62709136,0.92
62708874,0.846153846,62708885,1,62708928,0.7,62708886,0.8,62708869,0.5,62708466,0.8,62708904,0.990384615,62709137,1
62708877,0.692307692,62708886,1,62708929,1,62708889,1,62708870,1,62708468,0.733333333,62708905,1,62709138,0.98
62708878,0.8,62708889,1,62708930,0.9,62708890,1,62708872,0.833333333,62708858,0.6,62708906,1,62709140,0.96
62708879,0.933333333,62708890,0.8,62708931,0.6,62708892,0.6,62708874,0.666666667,62708859,0.866666667,62708907,1,62709141,0.96
62708880,0.8,62708892,1,62708932,1,62708893,0.6,62708877,0,62708861,0.8,62708908,1,62709142,0.98
62708881,0.785714286,62708893,1,62708933,1,62708894,0.6,62708878,0.666666667,62708862,0.866666667,62708909,1,62709143,0.9
62708882,0.928571429,62708894,0.8,62708935,1,62708895,1,62708879,0.666666667,62708863,0.866666667,62708910,1,62709144,1
62708883,0.857142857,62708895,0.4,62708937,0.5,62708896,1,62708880,0.666666667,62708864,0.733333333,62708911,0.965517241,62709145,0.96
62708885,1,62708896,0.8,62708938,1,62708897,0.6,62708881,0.5,62708865,0.733333333,62708912,0.981481481,62709146,0.88
62708886,0.588235294,62708897,1,62708939,0.8,62708898,1,62708882,0.5,62708866,0.666666667,62708914,1,62709147,0.94
62708889,0.857142857,62708898,1,62708940,1,62708899,0.8,62708883,0.833333333,62708867,0.6,62708916,0.990384615,62709148,0.98
62708890,0.733333333,62708899,1,62708941,0.6,62708900,1,62708885,1,62708868,0.866666667,62708917,0.990384615,62709149,0.96
62708892,1,62708900,0.6,62708942,0.9,62708901,1,62708886,0.833333333,62708869,0.666666667,62708918,0.874473684,62709150,1
62708893,0.916666667,62708901,1,62708943,1,62708902,1,62708889,0.166666667,62708870,0.733333333,62708919,1,62709152,0.98
62708894,0.727272727,62708902,1,62708944,0.6,62708903,0.8,62708890,0.333333333,62708872,0.866666667,62708920,0.990384615,62709153,0.52
62708895,1,62708903,1,62708945,0.4,62708904,1,62708892,0.666666667,62708874,0.933333333,62708922,0.981481481,62709154,0.96
62708896,0.846153846,62708904,0.8,62708947,0.9,62708905,1,62708893,0.5,62708877,0.866666667,62708923,0.979967949,62709155,0.94
62708897,0.7,62708905,1,62708949,0.7,62708906,1,62708894,0.666666667,62708878,0.6,62708924,1,62709156,0.96
62708898,0.769230769,62708906,1,62708952,0.5,62708907,1,62708895,0.5,62708879,0.8,62708926,1,62709158,0.96
62708899,0.642857143,62708907,0.6,62708957,0.8,62708908,1,62708896,0.5,62708880,0.733333333,62708928,0.990384615,62709159,0.82
62708900,0.9,62708908,0.6,62708959,0.6,62708909,0.8,62708897,0.666666667,62708881,0.733333333,62708929,1,62709160,1
62708901,1,62708909,1,62709057,0.6,62708910,1,62708898,0.5,62708882,0.466666667,62708930,0.990384615,62709161,0.98
62708902,1,62708910,1,62709058,1,62708911,0.6,62708899,0.166666667,62708883,0.933333333,62708931,0.989130435,62709163,1
62708903,0.923076923,62708911,0.8,62709060,1,62708912,1,62708900,1,62708885,0.666666667,62708932,0.771891534,62709164,1
62708904,0.923076923,62708912,1,62709062,1,62708913,1,62708901,0.833333333,62708886,0.6,62708933,1,62709165,0.94
62708905,1,62708913,1,62709065,0.5,62708914,1,62708902,0.5,62708889,0.8,62708935,0.990384615,62709166,0.98
62708906,0.916666667,62708914,1,62709068,0.5,62708915,0.8,62708903,0.5,62708890,0.533333333,62708937,0.989130435,62709167,0.96
62708907,0.636363636,62708915,0.4,62709070,0.7,62708916,1,62708904,0.833333333,62708892,0.8,62708938,1,62709169,0.96
62708908,0.588235294,62708916,0.8,62709071,1,62708917,1,62708905,0.666666667,62708893,0.666666667,62708939,1,62709170,0.96
62708909,0.785714286,62708917,0.8,62709072,0.8,62708918,1,62708906,0.5,62708894,0.8,62708940,1,62709171,0.96
62708910,0.875,62708918,0.8,62709073,0.8,62708919,1,62708907,0.166666667,62708895,0.733333333,62708941,0.990384615,62709174,1
62708911,0.588235294,62708919,0.8,62709074,0.7,62708920,0.6,62708908,0.333333333,62708896,0.733333333,62708942,0.971153846,62709175,0.96
62708912,0.785714286,62708920,1,62709075,1,62708922,1,62708909,0.666666667,62708897,0.8,62708943,1,62709176,0.94
62708913,0.923076923,62708922,1,62709076,0.4,62708923,0.4,62708910,0.333333333,62708898,0.866666667,62708944,1,62709177,0.54
62708914,0.833333333,62708923,0.4,62709077,0.6,62708924,1,62708911,0.333333333,62708899,0.866666667,62708945,1,62709178,0.94
62708915,0.8,62708924,0.8,62709078,0.5,62708925,0.8,62708912,0.333333333,62708900,0.8,62708947,1,62709180,0.96
62708916,0.916666667,62708925,0.8,62709079,0.9,62708926,0.8,62708913,0.666666667,62708901,0.666666667,62708949,0.990384615,62709182,0.98
62708917,0.75,62708926,0.8,62709081,1,62708928,0.6,62708914,0.5,62708902,0.6,62708950,0.070980855,62709464,0.98
62708918,0.818181818,62708928,0.6,62709082,0.6,62708929,0.6,62708915,0.5,62708903,0.6,62708952,1,62709465,0.9
62708919,0.8,62708929,0.4,62709083,0.7,62708930,0.4,62708916,0.666666667,62708904,0.6,62708957,1,62709467,0.98
62708920,0.9,62708930,1,62709084,1,62708931,1,62708917,0.833333333,62708905,0.733333333,62708959,1,62709468,1
62708922,0.75,62708931,1,62709085,0.5,62708932,1,62708918,0.5,62708906,0.8,62709057,1,62709470,0.5
62708923,0.636363636,62708932,0.6,62709086,1,62708933,1,62708919,0.166666667,62708907,0.666666667,62709058,0.981481481,62709471,0.94
62708924,0.875,62708933,1,62709087,1,62708935,1,62708920,0.166666667,62708908,0.733333333,62709060,1,62709472,0.88
62708925,0.733333333,62708935,0.8,62709088,0.8,62708937,0.8,62708922,0.166666667,62708909,0.733333333,62709062,1,62709473,1
62708926,0.565217391,62708937,0.6,62709089,0.7,62708938,0.8,62708923,0.666666667,62708910,0.666666667,62709064,1,62709474,1
62708928,0.8,62708938,0.6,62709090,0.4,62708939,1,62708924,0.333333333,62708911,0.866666667,62709065,1,62709475,0.98
